Assembly Name	Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Annotation Count Gene Total	Annotation Count Gene Protein-coding
ASM2248546v1	GCA_022485465.1	Staphylococcus haemolyticus		C89FS3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2498942	Scaffold	2022-03-05	2484	2366
ASM2248547v1	GCA_022485475.1	Staphylococcus haemolyticus		C50FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2476127	Scaffold	2022-03-05	2447	2348
ASM2248548v1	GCA_022485485.1	Staphylococcus haemolyticus		051P5ENP_1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2276175	Scaffold	2022-03-05	2255	2166
ASM2248552v1	GCA_022485525.1	Staphylococcus haemolyticus		81P1FS6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2489573	Scaffold	2022-03-05	2499	2391
ASM2248553v1	GCA_022485535.1	Staphylococcus haemolyticus		114P3FS3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2450957	Scaffold	2022-03-05	2443	2351
ASM2248556v1	GCA_022485565.1	Staphylococcus haemolyticus		090P1FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2510642	Scaffold	2022-03-05	2533	2426
ASM2248558v1	GCA_022485585.1	Staphylococcus haemolyticus		047P1FS3-2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2436032	Scaffold	2022-03-05	2409	2314
ASM2248560v1	GCA_022485605.1	Staphylococcus haemolyticus		H17FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2363915	Scaffold	2022-03-05	2327	2238
ASM2248562v1	GCA_022485625.1	Staphylococcus haemolyticus		H15FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2433067	Scaffold	2022-03-05	2410	2296
ASM2248564v1	GCA_022485645.1	Staphylococcus haemolyticus		092P2NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2530326	Scaffold	2022-03-05	2525	2413
ASM2248566v1	GCA_022485665.1	Staphylococcus haemolyticus		83P1NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2473307	Scaffold	2022-03-05	2446	2346
ASM2248568v1	GCA_022485685.1	Staphylococcus haemolyticus		C84FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2421236	Scaffold	2022-03-05	2418	2312
ASM2248570v1	GCA_022485705.1	Staphylococcus haemolyticus		114P3NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2441954	Scaffold	2022-03-05	2430	2337
ASM2248572v1	GCA_022485725.1	Staphylococcus haemolyticus		051P4ENG_1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2477201	Scaffold	2022-03-05	2497	2368
ASM2248574v1	GCA_022485745.1	Staphylococcus haemolyticus		036P2BA5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2472372	Scaffold	2022-03-05	2436	2333
ASM2248576v1	GCA_022485765.1	Staphylococcus haemolyticus		009P2FS3BHI				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2516785	Scaffold	2022-03-05	2553	2446
ASM2248577v1	GCA_022485775.1	Staphylococcus haemolyticus		C62FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2454528	Scaffold	2022-03-05	2452	2356
ASM2248582v1	GCA_022485825.1	Staphylococcus haemolyticus		C61NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2419336	Scaffold	2022-03-05	2392	2300
ASM2248586v1	GCA_022485865.1	Staphylococcus haemolyticus		032P2BA1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2476009	Scaffold	2022-03-05	2456	2356
ASM2248587v1	GCA_022485875.1	Staphylococcus haemolyticus		C58NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2536254	Scaffold	2022-03-05	2512	2405
ASM2248588v1	GCA_022485885.1	Staphylococcus haemolyticus		032P2BA3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2475803	Scaffold	2022-03-05	2456	2355
ASM2248592v1	GCA_022485925.1	Staphylococcus haemolyticus		114P3ENP_3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2435203	Scaffold	2022-03-05	2400	2306
ASM2248594v1	GCA_022485945.1	Staphylococcus haemolyticus		032P2BA2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2474748	Scaffold	2022-03-05	2451	2352
ASM2248596v1	GCA_022485965.1	Staphylococcus haemolyticus		030P3NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2477165	Scaffold	2022-03-05	2469	2375
ASM2248598v1	GCA_022485985.1	Staphylococcus haemolyticus		C100NS3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2466242	Scaffold	2022-03-05	2472	2371
ASM2248599v1	GCA_022485995.1	Staphylococcus haemolyticus		009P3ENP2BHI				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2485263	Scaffold	2022-03-05	2471	2373
ASM2248602v1	GCA_022486025.1	Staphylococcus haemolyticus		C65FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2530324	Scaffold	2022-03-05	2541	2430
ASM2248603v1	GCA_022486035.1	Staphylococcus haemolyticus		055P1NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2499985	Scaffold	2022-03-05	2491	2381
ASM2248606v1	GCA_022486065.1	Staphylococcus haemolyticus		C48FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2464868	Scaffold	2022-03-05	2479	2360
ASM2248608v1	GCA_022486085.1	Staphylococcus haemolyticus		C93FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2447386	Scaffold	2022-03-05	2402	2312
ASM2248610v1	GCA_022486105.1	Staphylococcus haemolyticus		H7NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2489932	Scaffold	2022-03-05	2490	2384
ASM2248612v1	GCA_022486125.1	Staphylococcus haemolyticus		C86FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2461968	Scaffold	2022-03-05	2483	2368
ASM2248614v1	GCA_022486145.1	Staphylococcus haemolyticus		C59NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2464676	Scaffold	2022-03-05	2429	2325
ASM2248616v1	GCA_022486165.1	Staphylococcus haemolyticus		030P4FS5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2443150	Scaffold	2022-03-05	2427	2331
ASM2248618v1	GCA_022486185.1	Staphylococcus haemolyticus		C108FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2401662	Scaffold	2022-03-05	2399	2273
ASM2248620v1	GCA_022486205.1	Staphylococcus haemolyticus		37P8FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2512399	Scaffold	2022-03-05	2504	2406
ASM2248622v1	GCA_022486225.1	Staphylococcus haemolyticus		C57FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2459655	Scaffold	2022-03-05	2414	2315
ASM2248624v1	GCA_022486245.1	Staphylococcus haemolyticus		C38NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2506624	Scaffold	2022-03-05	2456	2349
ASM2248626v1	GCA_022486265.1	Staphylococcus haemolyticus		C53FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2394400	Scaffold	2022-03-05	2357	2255
ASM2248628v1	GCA_022486285.1	Staphylococcus haemolyticus		106P2NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2492060	Scaffold	2022-03-05	2461	2363
ASM2248630v1	GCA_022486305.1	Staphylococcus haemolyticus		C81TS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2576640	Scaffold	2022-03-05	2511	2431
ASM2248632v1	GCA_022486325.1	Staphylococcus haemolyticus		106P1NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2491113	Scaffold	2022-03-05	2456	2358
ASM2248634v1	GCA_022486345.1	Staphylococcus haemolyticus		029P2FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2464660	Scaffold	2022-03-05	2421	2315
ASM2248636v1	GCA_022486365.1	Staphylococcus haemolyticus		103P3NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2559563	Scaffold	2022-03-05	2572	2461
ASM2248638v1	GCA_022486385.1	Staphylococcus haemolyticus		021P2SUB1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2430958	Scaffold	2022-03-05	2429	2286
ASM2248640v1	GCA_022486405.1	Staphylococcus haemolyticus		37P8SUD1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2524658	Scaffold	2022-03-05	2502	2416
ASM2248641v1	GCA_022486415.1	Staphylococcus haemolyticus		37P7NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2424603	Scaffold	2022-03-05	2412	2303
ASM2248654v1	GCA_022486545.1	Staphylococcus haemolyticus		038P2NS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2456476	Scaffold	2022-03-05	2453	2347
ASM2248752v1	GCA_022487525.1	Staphylococcus haemolyticus		049P1FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2529570	Scaffold	2022-03-05	2495	2397
ASM2248754v1	GCA_022487545.1	Staphylococcus haemolyticus		038P2FS3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2404548	Scaffold	2022-03-05	2399	2296
ASM2248755v1	GCA_022487555.1	Staphylococcus haemolyticus		037P9NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2487844	Scaffold	2022-03-05	2450	2339
ASM2248758v1	GCA_022487585.1	Staphylococcus haemolyticus		037P9SUA1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2500047	Scaffold	2022-03-05	2472	2352
ASM2248762v1	GCA_022487625.1	Staphylococcus haemolyticus		106P3NS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2457579	Scaffold	2022-03-05	2430	2335
ASM2248763v1	GCA_022487635.1	Staphylococcus haemolyticus		030P4FS4				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2443330	Scaffold	2022-03-05	2434	2330
ASM2248766v1	GCA_022487665.1	Staphylococcus haemolyticus		014P2FS002				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2554237	Scaffold	2022-03-05	2559	2421
ASM2248768v1	GCA_022487685.1	Staphylococcus haemolyticus		008P6FS1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2478886	Scaffold	2022-03-05	2460	2357
ASM2248770v1	GCA_022487705.1	Staphylococcus haemolyticus		008P5SUE2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2445437	Scaffold	2022-03-05	2443	2313
ASM2248772v1	GCA_022487725.1	Staphylococcus haemolyticus		007P2ENG3BHI				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2378928	Scaffold	2022-03-05	2378	2246
ASM2248774v1	GCA_022487745.1	Staphylococcus haemolyticus		008P5SUA1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2476931	Scaffold	2022-03-05	2484	2385
ASM2248776v1	GCA_022487765.1	Staphylococcus haemolyticus		007PHP1FS1BHI				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2455284	Scaffold	2022-03-05	2404	2301
ASM2248778v1	GCA_022487785.1	Staphylococcus haemolyticus		008P4SUE001				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2456999	Scaffold	2022-03-05	2423	2332
ASM2248780v1	GCA_022487805.1	Staphylococcus haemolyticus		007P3SUC2BHI				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2536699	Scaffold	2022-03-05	2535	2438
ASM2248781v1	GCA_022487815.1	Staphylococcus haemolyticus		37P7SUA1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2417301	Scaffold	2022-03-05	2390	2271
ASM2248784v1	GCA_022487845.1	Staphylococcus haemolyticus		008P4FS002				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2470405	Scaffold	2022-03-05	2439	2350
ASM2248786v1	GCA_022487865.1	Staphylococcus haemolyticus		008P4FS003				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2478356	Scaffold	2022-03-05	2468	2353
ASM2248788v1	GCA_022487885.1	Staphylococcus haemolyticus		038P1SUD1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2449056	Scaffold	2022-03-05	2437	2334
ASM2248789v1	GCA_022487895.1	Staphylococcus haemolyticus		031P2FS2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2475063	Scaffold	2022-03-05	2479	2371
ASM2248792v1	GCA_022487925.1	Staphylococcus haemolyticus		008P6SUE1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2411957	Scaffold	2022-03-05	2380	2289
ASM2269036v1	GCA_022690365.1	Staphylococcus haemolyticus		acrot				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2440759	Contig	2022-03-23	2405	2295
ASM2269044v1	GCA_022690445.1	Staphylococcus haemolyticus		acroh				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2407753	Contig	2022-03-23	2407	2291
ASM2269046v1	GCA_022690465.1	Staphylococcus haemolyticus		acrop				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2438861	Contig	2022-03-23	2411	2302
ASM2269048v1	GCA_022690485.1	Staphylococcus haemolyticus		acroa				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2337166	Contig	2022-03-23	2367	2248
ASM2269049v1	GCA_022690495.1	Staphylococcus haemolyticus		acroo				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2444167	Contig	2022-03-23	2412	2298
ASM2269052v1	GCA_022690525.1	Staphylococcus haemolyticus		acrob				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2368537	Contig	2022-03-23	2369	2242
ASM2269054v1	GCA_022690545.1	Staphylococcus haemolyticus		acrnz				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2355844	Contig	2022-03-23	2365	2236
ASM2269590v1	GCA_022695905.1	Staphylococcus haemolyticus		1864				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2591539	Contig	2022-03-25	2549	2397
ASM2269592v1	GCA_022695925.1	Staphylococcus haemolyticus		48				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2611179	Contig	2022-03-25	2553	2397
ASM2280993v1	GCA_022809935.1	Staphylococcus haemolyticus		PK-01				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2437425	Contig	2022-04-03	2468	2356
ASM2281150v1	GCA_022811505.1	Staphylococcus haemolyticus		MSA_JNM56C1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2555440	Chromosome	2022-04-04	2481	2303
ASM2314739v1	GCA_023147395.1	Staphylococcus haemolyticus		EYE_501				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2541356	Scaffold	2022-04-27	2569	2425
ASM2314765v1	GCA_023147655.1	Staphylococcus haemolyticus		EYE_136				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2538541	Scaffold	2022-04-27	2569	2428
ASM2314846v1	GCA_023148465.1	Staphylococcus haemolyticus		EYE_115				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2540219	Scaffold	2022-04-27	2564	2420
ASM2319834v1	GCA_023198345.1	Staphylococcus haemolyticus		568_S46					2402782	Contig	2022-05-01		
haemolyticus	GCA_900240195.1	Staphylococcus haemolyticus				Staphylococcus haemolyticus K8			2426012	Chromosome	2018-04-04		
36734_F01	GCA_900458595.1	Staphylococcus haemolyticus		NCTC11042				Annotation submitted by SC	2569468	Contig	2018-08-01	2523	2443
UHGG_MGYG-HGUT-02338	GCA_902386005.1	Staphylococcus haemolyticus				MGYG-HGUT-02338			2548117	Contig	2019-08-16		
57-01	GCA_903969685.1	Staphylococcus haemolyticus		SH_01		2 A-1			2483428	Contig	2020-07-18		
57-08	GCA_903969695.1	Staphylococcus haemolyticus		SH_03		5 E-2			2509690	Contig	2020-07-18		
57-22	GCA_903969705.1	Staphylococcus haemolyticus		SH_11		23 E-1			2479287	Contig	2020-07-18		
57-23	GCA_903969715.1	Staphylococcus haemolyticus		SH_12		30 C-3			2611660	Contig	2020-07-18		
57-19	GCA_903969725.1	Staphylococcus haemolyticus		SH_09		16 C-3			2513933	Contig	2020-07-18		
57-12	GCA_903969735.1	Staphylococcus haemolyticus		SH_05		7 C-1			2634313	Contig	2020-07-18		
57-15	GCA_903969745.1	Staphylococcus haemolyticus		SH_07		14 D-1			2538386	Contig	2020-07-18		
57-20	GCA_903969755.1	Staphylococcus haemolyticus		SH_10		20 E-2			2563378	Contig	2020-07-18		
57-26	GCA_903969765.1	Staphylococcus haemolyticus		SH_13		33 F-2			2412626	Contig	2020-07-18		
57-05	GCA_903969775.1	Staphylococcus haemolyticus		SH_02		3 C-3			2507215	Contig	2020-07-18		
57-10	GCA_903969785.1	Staphylococcus haemolyticus		SH_04		6 C-1			2470162	Contig	2020-07-18		
57-39	GCA_903969795.1	Staphylococcus haemolyticus		SH_20		65 C-3			2521883	Contig	2020-07-18		
57-34	GCA_903969805.1	Staphylococcus haemolyticus		SH_18		62 D-1			2471279	Contig	2020-07-18		
57-55	GCA_903969815.1	Staphylococcus haemolyticus		SH_26		88 D-4			2478552	Contig	2020-07-18		
57-32	GCA_903969825.1	Staphylococcus haemolyticus		SH_16		51 D-2			2598845	Contig	2020-07-18		
57-41	GCA_903969835.1	Staphylococcus haemolyticus		SH_21		67 C-1			2610467	Contig	2020-07-18		
57-35	GCA_903969845.1	Staphylococcus haemolyticus		SH_19		64 C-4			2641716	Contig	2020-07-18		
57-27	GCA_903969855.1	Staphylococcus haemolyticus		SH_14		44 C-2			2491574	Contig	2020-07-18		
57-54	GCA_903969865.1	Staphylococcus haemolyticus		SH_25		77 C-3			2447052	Contig	2020-07-18		
57-33	GCA_903969875.1	Staphylococcus haemolyticus		SH_17		57 D-6			2602789	Contig	2020-07-18		
57-31	GCA_903969885.1	Staphylococcus haemolyticus		SH_15		50 D-1			2521119	Contig	2020-07-18		
57-47	GCA_903969895.1	Staphylococcus haemolyticus		SH_23		74 C-3			2515048	Contig	2020-07-18		
57-61	GCA_903969905.1	Staphylococcus haemolyticus		SH_29		95 C-4			2670609	Contig	2020-07-18		
57-60	GCA_903969915.1	Staphylococcus haemolyticus		SH_28		93 D-6			2413511	Contig	2020-07-18		
57-57	GCA_903969945.1	Staphylococcus haemolyticus		SH_27		92 C-1			2452496	Contig	2020-07-18		
58-02	GCA_903969955.1	Staphylococcus haemolyticus		SH_33		101 F-6			2533202	Contig	2020-07-18		
57-65	GCA_903969965.1	Staphylococcus haemolyticus		SH_30		96 D-5			2444338	Contig	2020-07-18		
58-61	GCA_903969985.1	Staphylococcus haemolyticus		SH_46		124			2626250	Contig	2020-07-18		
58-62	GCA_903969995.1	Staphylococcus haemolyticus		SH_47		125			2414958	Contig	2020-07-18		
58-20	GCA_903970005.1	Staphylococcus haemolyticus		SH_37		107 F-4			2384126	Contig	2020-07-18		
58-37	GCA_903970015.1	Staphylococcus haemolyticus		SH_41		113 D-2			2423362	Contig	2020-07-18		
58-04	GCA_903970025.1	Staphylococcus haemolyticus		SH_34		103 A-5			2477138	Contig	2020-07-18		
58-05	GCA_903970035.1	Staphylococcus haemolyticus		SH_35		105 A-2			2549801	Contig	2020-07-18		
58-21	GCA_903970045.1	Staphylococcus haemolyticus		SH_38		108 D-2			2396127	Contig	2020-07-18		
58-57	GCA_903970055.1	Staphylococcus haemolyticus		SH_45		122 C-3			2629330	Contig	2020-07-18		
58-28	GCA_903970065.1	Staphylococcus haemolyticus		SH_40		110 C-5			2597027	Contig	2020-07-18		
58-39	GCA_903970075.1	Staphylococcus haemolyticus		SH_42		114 F-3			2524444	Contig	2020-07-18		
58-56	GCA_903970085.1	Staphylococcus haemolyticus		SH_44		120 B-4			2482915	Contig	2020-07-18		
58-63	GCA_903970095.1	Staphylococcus haemolyticus		SH_48		126			2478407	Contig	2020-07-18		
58-08	GCA_903970105.1	Staphylococcus haemolyticus		SH_36		106 C-2			2418543	Contig	2020-07-18		
Sha_B36_CVC_2019	GCA_910591425.1	Staphylococcus haemolyticus				Sha_B36_CVC_2019			2540874	Contig	2021-07-07		
Sha_B36_HC_2019	GCA_910591645.1	Staphylococcus haemolyticus				Sha_B36_HC_2019			2606308	Contig	2021-07-07		
04_NF40_HMP2135v01	GCF_000759125.1	Staphylococcus haemolyticus DNF00585		DNF00585				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2357406	Contig	2014-09-26	2348	2245
04_NF40_HMP2135v01	GCA_000759125.1	Staphylococcus haemolyticus DNF00585		DNF00585				NCBI Prokaryotic Genome Annotation Pipeline	2357406	Contig	2014-09-26	2249	2173
ASM986v1	GCF_000009865.1	Staphylococcus haemolyticus JCSC1435		JCSC1435				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2697861	Complete Genome	2005-06-30	2654	2494
ASM986v1	GCA_000009865.1	Staphylococcus haemolyticus JCSC1435		JCSC1435				Annotation submitted by NITE	2697861	Complete Genome	2005-06-30	2773	2694
ASM26146v1	GCF_000261465.1	Staphylococcus haemolyticus R1P1		R1P1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2395399	Contig	2012-05-07	2409	2265
ASM26146v1	GCA_000261465.1	Staphylococcus haemolyticus R1P1		R1P1					2395399	Contig	2012-05-07		
